Gene Symbol	Name	Entrez GeneId	Genome Location	Tier	Hallmark	Chr Band	Somatic	Germline	Tumour Types(Somatic)	Tumour Types(Germline)	Cancer Syndrome	Tissue Type	Molecular Genetics	Role in Cancer	Mutation Types	Translocation Partner	Other Germline Mut	Other Syndrome	Synonyms
HOXC13	homeo box C13	3229	12:53938908-53945257	1		12q13.3	yes		AML			L	Dom	"oncogene, fusion"	T	NUP98			"3229,ENSG00000123364,HOX3,HOX3G,HOXC13,P31276"
HOXD11	homeo box D11	3237	2:176107357-176109143	1		2q31-q32	yes		AML			L	Dom	"oncogene, fusion"	T	NUP98			"3237,ENSG00000128713,HOXD11"
HOXD13	homeo box D13	3239	2:176092916-176094731	1		2q31-q32	yes		AML*			L	Dom	"oncogene, fusion"	T	NUP98			"3239,HOX4I,HOXD13,P35453,SPD"
HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog	3265	11:532636-534322	1	Yes	11p15.5	yes	yes	"infrequent sarcomas, rare other tumour types"	"rhabdomyosarcoma, ganglioneuroblastoma, bladder"	Costello syndrome	"E, L, M"	Dom	oncogene	Mis				"3265,ENSG00000174775,HRAS,HRAS1,K-ras,N-ras,P01112,RASH1,c-bas/has"
HSP90AA1	"heat shock protein 90kDa alpha (cytosolic), class A member 1"	3320	14:102081712-102139404	1		14q32.33	yes		NHL			L	Dom	fusion	T	BCL6			"3320,ENSG00000080824,FLJ31884,HSP86,HSP90A,HSP90AA1,HSP90N,HSPC1,HSPCA,HSPCAL1,HSPCAL4,HSPN,Hsp89,Hsp90,LAP2,P07900"
HSP90AB1	"heat shock protein 90kDa alpha (cytosolic), class B member 1"	3326	6:44248630-44253598	1		6p12	yes		NHL			L	Dom	fusion	T	BCL6			"3326,D6S182,ENSG00000096384,FLJ26984,HSP90-BETA,HSP90AB1,HSP90B,HSPC2,HSPCB,P08238"
ID3	"inhibitor of DNA binding 3, HLH protein"	3399	1:23558960-23559426	2		1p36.12	yes		Burkitt lymphoma			L		TSG	"Mis, N"				"3399,ENSG00000117318,HEIR-1,ID3,Q02535"
IDH1	"isocitrate dehydrogenase 1 (NADP+), soluble"	3417	2:208237079-208251551	1		2q33.3	yes		glioblastoma			O	Dom	oncogene	Mis				"3417,ENSG00000138413,IDH,IDH1,IDP,O75874,PICD"
IDH2	"isocitrate dehydrogenase 2 (NADP+), mitochondrial"	3418	15:90084266-90102390	1		15q26.1	yes		glioblastoma			O	Dom	oncogene	Mis				"3418,ENSG00000182054,ICD-M,IDH,IDH2,IDHM,IDP,P48735,mNADP-IDH"
IGH	immunoglobulin heavy locus	3492	14:-	1	Yes	14q32.33	yes		"MM, Burkitt lymphoma, NHL, CLL, B-ALL, MALT, MLCLS"			L	Dom	fusion	T	"MYC, FGFR3, PAX5, FCRL4, IRF4, CCND1, BCL9, BCL8, BCL6, BCL2, BCL3, BCL10, BCL11A. LHX4, DDX6, NFKB2, PAFAH1B2, PCSK7, CRLF2"			
IGK	immunoglobulin kappa locus	50802	2:-	1		2p12	yes		"Burkitt lymphoma, B-NHL"			L	Dom	fusion	T	"MYC, KDSR"			
IGL	immunoglobulin lambda locus	3535	22:-	1		22q11.2	yes		Burkitt lymphoma			L	Dom	fusion	T	"BCL9, MYC, CCND2"			
IKBKB	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"	3551	8:42272100-42330979	1		8p11.2	yes		SMZL			L	Dom	oncogene	Mis		yes	Immunodeficiency 15	"3551,ENSG00000104365,IKBKB,O14920"
IKZF1	IKAROS family zinc finger 1	10320	7:50319062-50400628	1		7p12.2	yes		"ALL, DLBCL"			L	Dom/Rec	"TSG, fusion"	"D,T"	BCL6			"10320,ENSG00000185811,Hs_54452,IKAROS,IKZF1,LyF-1,Q13422,ZNFN1A1,hIk-1"
IL2	interleukin 2	3558	4:122451752-122456440	1		4q26-q27	yes		intestinal T-cell lymphoma			L	Dom	fusion	T	TNFRSF17			"3558,ENSG00000109471,IL-2,IL2,P60568"
IL21R	interleukin 21 receptor	50615	16:27430073-27449284	1		16p11	yes		NHL			L	Dom	fusion	T	BCL6			"50615,ENSG00000103522,IL21R,Q9HBE5"
IL6ST	"interleukin 6 signal transducer (gp130, oncostatin M receptor)"	3572	5:55941082-55976278	1	Yes	5q11	yes		hepatocellular carcinoma			E	Dom	oncogene	O				"3572,CD130,CDw130,ENSG00000134352,GP130,GP130-RAPS,IL6R-beta,IL6ST,P40189"
IL7R	interleukin 7 receptor	3575	5:35856978-35876486	1		5p13	yes		"ALL, ETP ALL"			L	Dom	oncogene	"Mis, O"		yes	Severe combined immune deficiency	"3575,CD127,CDW127,ENSG00000168685,IL-7R-alpha,IL7R,P16871"
IRF4	interferon regulatory factor 4	3662	6:393154-407599	1		6p25-p23	yes		MM			L	Dom	"oncogene, TSG, fusion"	T	IGH			"3662,ENSG00000137265,IRF4,LSIRF,Q15306"
IRS4	insulin receptor substrate 4	8471	X:108732571-108736344	1		Xq22.3	yes		"glioma, rhabdomyosarcoma, melanoma, breast cancer, T-ALL"			"E, O, M, L"		"oncogene, TSG"	"Mis, F, T"	TRB			"8471,ENSG00000133124,IRS-4,IRS4,PY160"
ISX	intestine specific homeobox	91464	22:35067088-35085693	2		22q12.3	yes		melanoma			E			Mis				"91464,DKFZp781N2395,ENSG00000175329,ISX,MGC138417,Q2M1V0,RAXLX"
ITGAV	integrin subunit alpha V	3685	2:186590339-186677292	2		2q32.1	yes		large intestine carcinoma			E			F				"3685,CD51,ENSG00000138448,ITGAV,MSK8,P06756,VNRA"
ITK	IL2-inducible T-cell kinase	3702	5:157180978-157252678	1		5q31-q32	yes		peripheral T-cell lymphoma			L	Dom	fusion	T	SYK			"3702,EMT,ENSG00000113263,ITK,LYK,MGC126257,MGC126258,PSCTK2,Q08881"
JAK1	Janus kinase 1	3716	1:64834562-64886264	1	Yes	1p32.3-p31.3	yes		ALL			L	Dom	"oncogene, TSG"	Mis				"3716,ENSG00000162434,JAK1,JAK1A,JAK1B,JTK3,P23458"
JAK2	Janus kinase 2	3717	9:5021988-5126791	1	Yes	9p24	yes		"ALL, AML, MPN,  CML"			L	Dom	"oncogene, fusion"	"T, Mis, O"	"ETV6, PCM1, BCR"			"3717,ENSG00000096968,JAK2,JTK10,O60674"
JAK3	Janus kinase 3	3718	19:17826743-17844417	1	Yes	19p13.1	yes		"acute megakaryocytic leukaemia, ETP ALL"			L	Dom	oncogene	Mis				"3718,ENSG00000105639,JAK-3,JAK3,JAK3_HUMAN,JAKL,L-JAK,LJAK,P52333"
JAZF1	juxtaposed with another zinc finger gene 1	221895	7:27832800-28180577	2		7p15.2-p15.1	yes		endometrial stromal tumour			M	Dom	fusion	T	SUZ12			"221895,ENSG00000153814,JAZF1,Q86VZ6"
JUN	jun oncogene	3725	1:58782075-58783070	1		1p32-p31	yes		sarcoma			M	Dom	oncogene	A				"3725,AP1,ENSG00000177606,JUN,P05412,c-Jun"
KAT6A	K(lysine) acetyltransferase 6A	7994	8:-	1		8p11	yes		AML			L	Dom	"oncogene, fusion"	"T, A"	"CREBBP, NCOA2, EP300"			
KAT6B	K(lysine) acetyltransferase 6B	23522	10:74842858-75031046	1		10q22.2	yes		"AML, leiomyoma"			"L, M"	Dom	"TSG, fusion"	T	"CREBBP, KANSL1"		"Genitopatellar syndrome, Say-Barber-Biesecker/Young-Simpson syndrome"	"23522,DKFZp313G1618,ENSG00000156650,FLJ90335,KAT6B,KIAA0383,MORF,MOZ2,MYST4,Q8WYB5,qkf,querkopf"
KAT7	lysine acetyltransferase 7	11143	17:49788835-49827502	2		17q21.33	yes		CCRCC			E		oncogene	Mis				"11143,ENSG00000136504,HBO1,HBOA,MYST2,O95251"
KCNJ5	"potassium inwardly-rectifying channel; subfamily J; member 5"	3762	11:128911274-128916731	1		11q24	yes		adrenal adenoma			E	Dom	oncogene	Mis		yes	"Familial hyperaldosteronism type III, Long QT syndrome"	"3762,ENSG00000120457,GIRK4,KATP1,KCNJ5,KIR3_4,P48544"
KDM5A	"lysine (K)-specific demethylase 5A, JARID1A"	5927	12:285456-389091	1		12p11	yes		AML			L	Dom	"oncogene, fusion"	T	NUP98			"5927,ENSG00000073614,JARID1A,KDM5A,RBBP2"
KDM5C	lysine (K)-specific demethylase 5C (JARID1C)	8242	X:53192967-53224889	1		Xp11.22-p11.21	yes		clear cell renal carcinoma			E	Rec	TSG	"N, F, S, Mis"		yes	 X-linked mental retardation syndromic Claes-Jensen-type.	"8242,DXS1272E,ENSG00000126012,JARID1C,KDM5C,MRXJ,MRXSJ,RP11-258C19_2,SMCX,XE169"
KDM6A	"lysine (K)-specific demethylase 6A, UTX"	7403	X:44873552-45111411	1		Xp11.2	yes		"renal cell carcinoma, bladder carcinoma, oesophageal SCC, MM, medulloblastoma, T-ALL, other tumour types"			"E, L"	Rec	"oncogene, TSG"	"D, N, F, S"		yes	Kabuki syndrome	"7403,DKFZp686A03225,ENSG00000147050,KDM6A,MGC141941,O15550,RP13-886N14_3,UTX,bA386N14_2"
KDR	vascular endothelial growth factor receptor 2	3791	4:55079941-55125293	1	Yes	4q11-q12	yes	yes	"NSCLC, angiosarcoma"	melanoma		E	Dom	oncogene	Mis				"3791,CD309,ENSG00000128052,FLK1,KDR,P35968,VEGFR,VEGFR2"
KDSR	3-ketodihydrosphingosine reductase	2531	18:63331782-63367118	1		18q21.3	yes		B-NHL			L	Dom	fusion	T	IGK			"2531,ENSG00000119537,FVT1,KDSR,Q06136"
KEAP1	kelch like ECH associated protein 1	9817	19:10486652-10500033	1	Yes	19p13.2	yes		"NSCLC, breast carcinoma"			E		TSG	"Mis, N, F"				"9817,ENSG00000079999,INrf2,KEAP1,KIAA0132,KLHL19,MGC10630,MGC1114,MGC20887,MGC4407,MGC9454,Q14145"
KIAA1549	KIAA1549	57670	7:138837906-138919418	2		7q34	yes		pilocytic astrocytoma			O	Dom	fusion	T	BRAF			"57670,ENSG00000122778,KIAA1549"
KIAA1598	KIAA1598	57698	10:116886555-117005079	2		10q25.3	yes		Spitzoid tumour			E	Dom	fusion	T	ROS1			"57698,DKFZp686A0439,ENSG00000187164,KIAA1598,MGC40476,shootin-1,shootin1"
KIF5B	kinesin family member 5B	3799	10:32009010-32055973	1		10p11.22	yes		"NSCLC, Spitzoid tumour"			E	Dom	fusion	T	"RET, ALK"			"3799,ENSG00000170759,KIF5B,KINH,KNS,KNS1,P33176,UKHC"
KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	3815	4:54658015-54738557	1		4q12	yes	yes	"GIST, AML, TGCT, mastocytosis, mucosal melanoma"	"GIST, epithelioma"	familial gastrointestinal stromal tumour	"L, M, O, E"	Dom	oncogene	"Mis, O"		yes	Piebald trait	"3815,C-Kit,CD117,ENSG00000157404,KIT,P10721,SCFR"
KLF4	Kruppel-like factor 4	9314	9:107485751-107489172	1	Yes	9q31	yes		meningioma			O	Dom	"oncogene, TSG"	Mis				"9314,ENSG00000136826,EZF,GKLF,KLF4,O43474"
KLF6	Kruppel-like factor 6	1316	10:3779539-3785014	1		10p15	yes		"prostate, glioma"			"E, O"	Rec	TSG	"Mis, N"				"1316,BCD1,COPEB,CPBP,DKFZp686N0199,ENSG00000067082,GBF,KLF6,PAC1,RP11-184A2_1,ST12,ZF9,Zf9"
KLK2	kallikrein-related peptidase 2	3817	19:50873474-50878559	1		19q13.41	yes		prostate			E	Dom	fusion	T	ETV4			"3817,ENSG00000167751,KLK2,KLK2A2,MGC12201,P20151,hK2"
KMT2A	lysine (K)-specific methyltransferase 2A	4297	11:118436513-118522172	1		11q23	yes		"AML, ALL"			L	Dom	"oncogene, fusion"	"T, O"	"KMT2A, MLLT1, AFF1, MLLT3, MLLT4, FOXO4, MLLT10, MLLT6, ELL, EPS15, MLLT11, CREBBP, SH3GL1, FNBP1, SEPT5, SEPT9, GPHN, GMPS, ABI1, ARHGEF12, GAS7, FOXO3, AFF3, TET1, SEPT6, LPP, RUNX1T1, ARHGAP26, EP300, PICALM, CLP1, PRRC1, DAB2IP, MAPRE1, KIAA1524, SEPT2, SARNP, ZFYVE19, TOP3A, CASC5, EEFSEC, FRYL, SORBS2, ABI2, LASP1, CASP8AP2, AFF4, NRIP3, NCKIPSD, CBL, ACTN4, PDS5A, CT45A2, MYO1F, KIAA0284, BTBD18"			"4297,ALL-1,CXXC7,ENSG00000118058,HRX,HTRX1,KMT2A,MLL,MLL/GAS7,MLL1A,TRX1"
KMT2C	lysine (K)-specific methyltransferase 2C	58508	7:152136832-152435786	1		7q36.1	yes		medulloblastoma			O	Rec	TSG	N				"58508,ENSG00000055609,KMT2C,MLL3"
KMT2D	lysine (K)-specific methyltransferase 2D	8085	12:49021780-49055324	1		12q13.12	yes		"medulloblastoma, renal"			"O, E"	Rec	"oncogene, TSG"	"N, F, Mis"				"8085,ENSG00000167548,KMT2D,MLL2"
KNSTRN	kinetochore localized astrin/SPAG5 binding protein	90417	15:40382836-40393597	2		15q15.1	yes		SCC			E		oncogene	Mis				"90417,C15orf23,ENSG00000128944,FLJ14502,HSD11,MGC141728,MGC141729,Q9Y448,TRAF4AF1"
KRAS	v-Ki-ras2 Kirsten rat sarcoma 2 viral oncogene homolog	3845	12:25209795-25245384	1	Yes	12p12.1	yes		"pancreatic, colorectal, lung, thyroid, AML, other tumour types"			"L, E, M, O"	Dom	oncogene	Mis				"3845,C-K-RAS,K-RAS2A,K-RAS2B,K-RAS4A,K-RAS4B,KI-RAS,KRAS,KRAS1,KRAS2,NS3,P01116,RASK2"
KTN1	kinectin 1 (kinesin receptor)	3895	14:55612050-55680691	1		14q22.1	yes		papillary thyroid			E	Dom	fusion	T	RET			"3895,CG1,ENSG00000126777,KIAA0004,KTN1,Q86UP2"
LARP4B	La ribonucleoprotein domain family member 4B	23185	10:812926-885721	2		10p15.3	yes		"CRC, glioma"			"E, O"		TSG	"F, D"				"23185,DKFZp686M23113,ENSG00000107929,KIAA0217,LARP4B,LARP5,Q92615,RP11-164C1_3"
LASP1	LIM and SH3 protein 1	3927	17:38870190-38918778	1		17q11-q21.3	yes		AML			L	Dom	fusion	T	KMT2A			"3927,ENSG00000002834,LASP1,Lasp-1,MLN50,Q14847"
LCK	lymphocyte-specific protein tyrosine kinase	3932	1:32274330-32285716	1	Yes	1p35-p34.3	yes		T-ALL			L	Dom	"oncogene, fusion"	T	TRB			"3932,ENSG00000182866,LCK,P06239,YT16,p56lck,pp58lck"
LCP1	lymphocyte cytosolic protein 1 (L-plastin)	3936	13:46127591-46159662	2		13q14.1-q14.3	yes		NHL			L	Dom	fusion	T	BCL6			"3936,CP64,DKFZp781A23186,ENSG00000136167,FLJ25423,FLJ26114,FLJ39956,L-PLASTIN,LC64P,LCP1,P13796,PLS2"
LEF1	lymphoid enhancer binding factor 1	51176	4:108063629-108167767	1	Yes	4q25	yes		"B-ALL, T-ALL, eyelid sebaceous carcinoma, AML, lymphomas"			"L, E"		"oncogene, TSG"	"Mis, N"				"51176,DKFZp586H0919,ENSG00000138795,LEF1,Q9UJU2,TCF1ALPHA"
LHFP	lipoma HMGIC fusion partner	10186	13:39343936-39601216	2		13q12	yes		lipoma			M	Dom	fusion	T	HMGA2			"10186,ENSG00000183722,LHFP,MGC22429"
LIFR	leukemia inhibitory factor receptor	3977	5:38481595-38530647	1	Yes	5p13-p12	yes		salivary adenoma			E	Dom	fusion	T	PLAG1			"3977,CD118,ENSG00000113594,LIFR,SJS2,STWS,SWS"
LMNA	lamin A/C	4000	1:156114919-156139106	1	Yes	1q22	yes		Spitzoid tumour			E	Dom	fusion	T	NTRK1	yes	"Muscular dystrophy, dilated cardiomyopathy,  familial partial lipodystrophy, and others"	"4000,CDCD1,CDDC,CMD1A,CMT2B1,EMD2,ENSG00000160789,FPL,FPLD,HGPS,IDC,LDP1,LFP,LGMD1B,LMN1,LMNA,LMNC,P02545,PRO1"
LMO1	LIM domain only 1 (rhombotin 1) (RBTN1)	4004	11:8224616-8268634	1		11p15	yes	yes	"T-ALL, neuroblastoma"	neuroblastoma		L	Dom	"oncogene, fusion"	"T, A"	TRD			"4004,ENSG00000166407,LMO1,P25800,RBTN1,RHOM1,TTG1"
LMO2	LIM domain only 2 (rhombotin-like 1) (RBTN2)	4005	11:33859356-33869386	1		11p13	yes		T-ALL			L	Dom	"oncogene, fusion"	T	TRD			"4005,ENSG00000135363,LMO2,P25791,RBTN2,RBTNL1,RHOM2,TTG2"
LPP	LIM domain containing preferred translocation partner in lipoma	4026	3:188406122-188874480	1		3q28	yes		"lipoma, leukaemia"			"L, M"	Dom	"oncogene, fusion"	T	"HMGA2, KMT2A, C12orf9"			"4026,ENSG00000145012,LPP,Q93052"
LRIG3	leucine-rich repeats and immunoglobulin-like domains 3	121227	12:58872572-58920235	1		12q14.1	yes		NSCLC			E	Dom	"TSG, fusion"	T	ROS1			"121227,ENSG00000139263,FLJ26573,FLJ90440,KIAA3016,LRIG3,Q6UXM1"
LRP1B	LDL receptor related protein 1B	53353	2:140233186-142130729	1	Yes	2q21.2	yes		"CLL, ovarian cancer, oesophageal squamous cell carcinoma, urothelial cancer"			"E, L"	Rec	TSG	"D, Mis, N, F"				"53353,ENSG00000168702,LRP-DIT,LRP1B,LRPDIT,Q9NZR2"
LSM14A	"LSM14A, SCD6 homolog A (S. cerevisiae)"	26065	19:34172643-34227388	2		19q13.11	yes		Spitzoid tumour			E	Dom	fusion	T	BRAF			"26065,C19orf13,DKFZP434D1335,ENSG00000105216,FAM61A,LSM14A,RAP55"
LYL1	lymphoblastic leukemia derived sequence 1	4066	19:13099319-13101171	1		19p13.2-p13.1	yes		T-ALL			L	Dom	"oncogene, fusion"	T	TRB			"4066,ENSG00000104903,LYL1,P12980"
LZTR1	leucine-zipper-like transcription regulator 1	8216	22:20982372-20997348	1	Yes	22q11.21	yes	yes	glioblastoma	"glioblastoma, schwannoma"	Schwannomatosis-2	E	Dom	TSG	"Mis, F, N"		yes	Noonan syndrome 10	"8216,ENSG00000099949,LZTR-1,LZTR1,MGC21205,Q8N653,TCFL2"
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog	4094	16:79594460-79599902	1		16q22-q23	yes		MM			L	Dom	"oncogene, fusion"	T	IGH			"4094,ENSG00000178573,MAF,MGC71685"
MAFB	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)	9935	20:40687879-40688850	1		20q11.2-q13.1	yes		MM			L	Dom	"oncogene, fusion"	T	IGH			"9935,ENSG00000204103,KRML,MAFB,MGC43127,Q9Y5Q3"
MALAT1	"metastasis associated lung adenocarcinoma transcript 1 ( lnc-RNA; non-protein coding)"	378938	11:65502644-65502817	2		11q31.1	yes		"renal cell carcinoma (childhood epithelioid), lung"			E	Dom	"oncogene, TSG, fusion"	T	TFEB			"378938,MALAT1,PRO1073,Q9UHZ2"
MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1	10892	18:58671645-58747843	1		18q21	yes		MALT			L	Dom	"oncogene, fusion"	T	BIRC3			"10892,ENSG00000172175,MALT1"
MAML2	mastermind-like 2 (Drosophila)	84441	11:95978948-96341895	1		11q22-q23	yes		salivary gland mucoepidermoid			E	Dom	"oncogene, fusion"	T	"CRTC3, CRTC1"			"84441,DKFZp686N0150,ENSG00000184384,KIAA1819,MAM-3,MAM2,MAM3,MAML2,MLL-MAML2,Q8IZL2"
MAP2K1	mitogen-activated protein kinase kinase 1	5604	15:66387348-66490615	1		15q22.1-q22.33	yes		"NSCLC, melanoma, colorectal"			E	Dom	oncogene	Mis		yes	Cardiofaciocutaneous syndrome	"5604,ENSG00000169032,MAP2K1,MAPKK1,MEK1,MKK1,PRKMK1,Q02750"
MAP2K2	mitogen-activated protein kinase kinase 2	5605	19:4090598-4123875	1		19p13.3	yes		"NSCLC, melanoma"			E	Dom	oncogene	Mis		yes	Cardiofaciocutaneous syndrome	"5605,ENSG00000126934,MAP2K2,MAPKK2,MEK2,MKK2,P36507,PRKMK2"
MAP2K4	mitogen-activated protein kinase kinase 4	6416	17:12020887-12141260	1		17p11.2	yes		"pancreatic, breast, colorectal"			E	Rec	"oncogene, TSG"	"D, Mis, N"				"6416,ENSG00000065559,JNKK,JNKK1,MAP2K4,MAPKK4,MEK4,MKK4,P45985,PRKMK4,SEK1,SERK1"
MAP3K1	"mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase"	4214	5:56152434-56189507	1		5q11.2	yes		luminal A breast			E	Rec	"oncogene, TSG"	"N, F, Mis, O, S"		yes	"46,XY sex reversal 6"	"4214,ENSG00000095015,MAP3K1,MAPKKK1,MEKK,MEKK1,Q13233"
MAP3K13	mitogen-activated protein kinase kinase kinase 13	9175	3:185428582-185482456	1		3q27	yes		breast			E	Rec	"oncogene, TSG"	F				"9175,ENSG00000073803,LZK,MAP3K13,MGC133196"
MAPK1	mitogen-activated protein kinase 1	5594	22:21769204-21867440	1	Yes	22q11.2	yes		"CLL, ovarian mixed germ cell tumour, cervical carcinoma"			"E, L"	Dom	oncogene	Mis				"5594,ENSG00000100030,ERK,ERK2,ERT1,MAPK1,MAPK2,P28482,P42MAPK,PRKM1,PRKM2,p38,p40,p41,p41mapk"
MAX	Myc associated factor X	4149	14:65076476-65102339	1		14q23	yes	yes	"pheochromocytoma, endometrioid carcinoma, colon carcinoma"	pheochromocytoma		"E, O"	Rec	TSG	"Mis, N, F"				"4149,ENSG00000125952,MAX,MGC10775,MGC11225,MGC18164,MGC34679,MGC36767,P61244,orf1"
MB21D2	Mab-21 domain containing 2	151963	3:192798386-192917840	2		3q29	yes		lung cancer			E			Mis				"151963,C3orf59,ENSG00000180611,MB21D2"
MDM2	Mdm2 p53 binding protein homolog	4193	12:68808478-68839849	1		12q15	yes		"sarcoma, glioma, colorectal, other tumour types"			"M, O, E, L"	Dom	oncogene	A				"4193,ENSG00000135679,HDM2,HDMX,MDM2,MGC71221,Q00987,hdm2"
MDM4	Mdm4 p53 binding protein homolog	4194	1:204525519-204549682	1		1q32	yes		"glioblastoma, bladder, retinoblastoma"			M	Dom	oncogene	A				"4194,DKFZp781B1423,ENSG00000198625,MDM4,MDMX,MGC132766,MRP1,RP11-430C7_1"
MDS2	myelodysplastic syndrome 2	259283	1:23629556-23640550	2		1p36	yes		MDS			L	Dom	fusion	T	ETV6			"259283,ENSG00000197880,MDS2,Q8NDY4"
MECOM	MDS1 and EVI1 complex locus	2122	3:169084909-169131477	1		3q26.2	yes		"AML, CML, MDS"			L	Dom	"oncogene, fusion"	T	"RUNX1, ETV6, PRDM16, RPN1"			"2122,ENSG00000085276,EVI1,MDS1-EVI1,MECOM,PRDM3,Q03112"
MED12	mediator complex subunit 12	9968	X:71118755-71142218	1		Xq13	yes		"uterine leiomyoma, fibroadenoma, phyllodes tumour"			"M, E"	Dom	TSG	"Mis, S, O"		yes	Opitz-Kaveggia Syndrome	"9968,ARC240,CAGH45,FGS1,HOPA,KIAA0192,MED12,OKS,Q93074,TNRC11,TRAP230"
MEN1	multiple endocrine neoplasia type 1 gene	4221	11:64804334-64810109	1		11q13	yes	yes	"parathyroid tumours, pancreatic neuroendocrine tumour"	"parathyroid adenoma, pituitary adenoma, pancreatic islet cell, carcinoid"	multiple endocrine neoplasia type 1	E	Rec	TSG	"D, Mis, N, F, S"				"4221,ENSG00000133895,MEN1"
MET	met proto-oncogene (hepatocyte growth factor receptor)	4233	7:116699085-116796124	1		7q31	yes		"papillary renal, head-neck squamous cell"	papillary renal	familial papillary renal cancer	E	Dom	oncogene	Mis				"4233,AUTS9,ENSG00000105976,HGFR,MET,P08581,RCCP2"
MITF	melanogenesis-associated transcription factor	4286	3:69936723-69965248	1		3p14.1	yes		melanoma			E	Dom	oncogene	A		yes	"Waardenburg syndrome type 2, Tietz syndrome"	"4286,ENSG00000187098,MITF,WS2A"
MKL1	megakaryoblastic leukemia (translocation) 1	57591	22:40411390-40463227	1		22q13	yes		acute megakaryocytic leukaemia			L	Dom	"oncogene, TSG, fusion"	T	RBM15			"57591,BSAC,ENSG00000196588,MKL1,MRTF-A,Q969V6"
MLF1	myeloid leukemia factor 1	4291	3:158571302-158605203	1		3q25.1	yes		AML			L	Dom	"TSG, fusion"	T	NPM1			"4291,ENSG00000178053,MLF1,P58340"
MLH1	E.coli MutL homolog gene	4292	3:36993548-37050653	1		3p21.3	yes	yes	"colorectal, endometrial, ovarian, CNS tumours"	"colorectal, endometrial, ovarian, CNS"	"hereditary non-polyposis colorectal cancer, Turcot syndrome"	"E, O"	Rec	TSG	"D, Mis, N, F, S"				"4292,COCA2,ENSG00000076242,FCC2,HNPCC,HNPCC2,MGC5172,MLH1,P40692,hMLH1"
MLLT1	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1 (ENL)"	4298	19:6213042-6279784	1		19p13.3	yes		AL			L	Dom	fusion	T	KMT2A			"4298,ENL,ENSG00000130382,LTG19,MLLT1,Q03111,YEATS1"
MLLT10	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 (AF10)"	8028	10:21534646-21740235	1	Yes	10p12	yes		AL			L	Dom	"oncogene, fusion"	T	"KMT2A, PICALM, CDK6"			"8028,AF10,ENSG00000078403,MLLT10,P55197"
MLLT11	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11"	10962	1:151039702-151040970	1		1q21	yes		ALL			L	Dom	fusion	T	KMT2A			"10962,AF1Q,ENSG00000213190,MLLT11,Q13015"
MLLT3	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 (AF9)"	4300	9:20346443-20622256	1		9p22	yes		ALL			L	Dom	fusion	T	KMT2A			"4300,AF-9,AF9,ENSG00000171843,MLLT3,P42568,YEATS3"
MLLT4	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4 (AF6)"	4301	6:167827134-167952263	1		6q27	yes		AL			L	Dom	"oncogene, fusion"	T	KMT2A			"4301,ENSG00000130396,MLLT4"
MLLT6	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6 (AF17)"	4302	17:36861887-36881852	1		17q21	yes		AL			L	Dom	fusion	T	KMT2A			"4302,AF17,ENSG00000108292,MLLT6,P55198"
MN1	meningioma (disrupted in balanced translocation) 1	4330	22:27750915-27800543	1		22q13	yes		"AML, meningioma"			"L, O"	Dom	"oncogene, fusion"	T	ETV6			"4330,ENSG00000169184,MGCR,MGCR1,MGCR1-PEN,MN1,Q10571,dJ353E16_2"
MNX1	motor neuron and pancreas homeobox 1	3110	7:157005520-157010350	2		7q36	yes		AML			L	Dom	fusion	T	ETV6	yes	Currarino syndrome	"3110,ENSG00000130675,HB9,HLXB9,MNX1,P50219"
MPL	"myeloproliferative leukaemia virus oncogene, thrombopoietin receptor"	4352	1:43337849-43352772	1		1p34	yes	yes	MPN	MPN	familial essential thrombocythemia	L	Dom	oncogene	Mis		yes	Congenital amegakaryocytic thrombocytopenia	"4352,C-MPL,CD110,ENSG00000117400,MPL,MPLV,P40238,RP1-92O14_1,TPOR"
MSH2	mutS homolog 2 (E. coli)	4436	2:47403192-47482949	1		2p22-p21	yes	yes	"colorectal, endometrial, ovarian"	"colorectal, endometrial, ovarian"	hereditary non-polyposis colorectal cancer	E	Rec	TSG	"D, Mis, N, F, S"				"4436,COCA1,ENSG00000095002,FCC1,HNPCC,HNPCC1,MSH2,P43246"
MSH6	mutS homolog 6 (E. coli)	2956	2:47783234-47806860	1		2p16	yes	yes	colorectal	"colorectal, endometrial, ovarian"	hereditary non-polyposis colorectal cancer	E	Rec	TSG	"Mis, N, F, S"				"2956,ENSG00000116062,GTBP,HNPCC5,HSAP,MSH6,P52701"
